time,msg,sent
2019-07-20 08:55:10,"CC: Eagle, Houston. Over.",0
2019-07-20 08:55:16,"LMP: Houston, Eagle. Go ahead.",0
2019-07-20 08:55:17,"CC: Roger. Are you reading me, Buzz? Over.",0
2019-07-20 08:55:22,LMP: Roger. I've got you now. I fed in those angles for the S band but I couldn't get a lockon because the antenna would be looking through the LM in order to reach the Earth. Over.,0
2019-07-20 08:55:41,"CC: Roger. We copied in the P22 attitude that you will not be able to get a high gain lockon. We have a DAP data load, if you're ready to copy. Over.",0
2019-07-20 08:56:05,LMP: Roger. Ready to copy.,0
2019-07-20 08:56:07,"CC: Okay. LM weight 33627, CSM weight 36651, pitch trim 00470, roll trim 00589. Over.",0
2019-07-20 08:56:34,"LMP: Roger. LM weight 33627, CSM weight 36651, pitch trim 00470, roll trim 00589. Over.",0
2019-07-20 08:56:49,"CC: Roger, Buzz. That's a good readback. You're about two by with these OMNI's in this configuration; we won't have very good COMM until we get through with the P22. Over.",0
2019-07-20 08:57:02,LMP: Roger. Understand.,0
2019-07-20 08:57:13,"CC: Eagle, Houston. Would you select S band voice to VOICE. Over.",0
2019-07-20 08:57:57,"CMP: Houston, Columbia. Downvoice backup. Do you read?",0
2019-07-20 08:57:59,"CC: Roger. We read you. Columbia, did you call? Over.",0
2019-07-20 08:58:06,CMP: Affirmative. Downvoice backup. How do you read me?,0
2019-07-20 08:58:08,"CC: Roger. Better, Mike. We're reading you now about four by. No voice at all with you earlier. Let's stay in this configuration. Eagle, are you in VOICE mode? Over.",0
2019-07-20 08:58:22,LMP: Roger. Eagle is in VOICE mode. How do you read? Over.,0
2019-07-20 08:58:25,"CC: Roger. You're about three by now, Buzz. We're satisfied with this COMM configuration. Let's stay with where we are. Over.",0
2019-07-20 08:58:36," CMP: Houston, Columbia is in OMNI Charlie downvoice backup, and if you get a chance, would you look up the coordinates of 130 for me, please? I have been - conflicting information between my cue card and my flight plan. I'd like to know which coordinate",0
2019-07-20 08:58:36,values you want me to use.,0
2019-07-20 08:58:51,CC: Roger. Stand by.,0
2019-07-20 08:59:07,"LMP: Houston, Eagle. Completed gear extension okay.",0
2019-07-20 08:59:46,"CC: Columbia, Houston. We're satisfied with what you already have loaded in P22 for these coordinates. Over.",0
2019-07-20 08:59:56,"CMP: Thank you, Houston.",0
2019-07-20 09:01:00,"CC: Columbia, Houston. The coordinates you have loaded in P22 are - we have - are Site 130 prime. Do you concur? Over.",0
2019-07-20 09:01:17,CMP: I have the coordinates loaded on the cue card which are for crater 130.,0
2019-07-20 09:02:03,"CC: Columbia, Houston. We made an error on those coordinates. We'd like you to load for latitude",0
2019-07-20 09:03:30,"CMP: Okay, Houston.",0
2019-07-20 09:05:06,"CC: Eagle, Houston. Could you give us an idea where you are in the activation? Over.",0
2019-07-20 09:05:13,"LMP: Roger. We're just sitting around waiting for something to do. We need a state vector, a REFSMMAT, a reading on the AGS. And we need you to watch our DAP load, give a voice check, and throttle check. Over.",0
2019-07-20 09:05:34," CC: Roger. Eagle, we'll have the state vectors and the REFSMMAT as soon as we get the high gain. Over. It will be about another 10 minutes or so before we get throug the P22, and when we maneuver to attitude and get the high gain, we'll have the updates for",0
2019-07-20 09:05:34,you. Over.,0
2019-07-20 09:05:56,"LMP: Roger. We'll go ahead with the DAP and throttle ... check if you don't have the gimble drive check, okay?",0
2019-07-20 09:06:04,CC: Roger. Understand you're going to the DAP throttle check. That's affirmative.,0
2019-07-20 09:07:32,"CMP: Houston, Columbia. These T1 and T2 times are still good, aren't they?",0
2019-07-20 09:07:37,CC: Say again. Over.,0
2019-07-20 09:07:42,"CMP: I say the T1 and T2 times remain unchanged, don't they?",0
2019-07-20 09:07:51,CC: That's affirmative. Over.,0
2019-07-20 09:07:55,CMP: Thank you.,0
2019-07-20 09:09:58,"LMP: Houston, Eagle.",0
2019-07-20 09:10:01,"CC: Go ahead, Eagle. Over.",0
2019-07-20 09:10:05," LMP: Roger. In the first of - on page 47, step 1, we had the guidance control in PGNS and mode control PGNS AUTO and, of course, the circuit breakers are not in on the thrusters yet. So when we started through the DAP and proceeded on NOUN 46 - and we're",0
2019-07-20 09:10:05,"looking at NOUN 47 now,",0
2019-07-20 09:10:51,CC: Roger. Stand by.,0
2019-07-20 09:11:13,"CC: Eagle, Houston. You are correct. The lights are there and the flags because we haven't closed the breakers yet. Over.",0
2019-07-20 09:11:23,LMP: Roger.,0
2019-07-20 09:12:02,"CDR: And Houston, Eagle. Are you going to use the high gain before you can look at our GDA position indicator?",0
2019-07-20 09:12:12,CC: Stand by.,0
2019-07-20 09:12:35,"CC: Eagle, Houston. We can see all the throttle data - -",0
2019-07-20 09:12:37,MS: I can give high ...,0
2019-07-20 09:12:40,CC: Go ahead. Over.,0
2019-07-20 09:12:43,CDR: I could give you high bit rate on the OMNI if that would help any.,0
2019-07-20 09:12:47,"CC: Negative. We have all the throttle data we need. You can stay low bit rate. You can proceed through the throttle test, but do not do the gimbal trim. Over. Repeat, do not do the gimbal trim.",0
2019-07-20 09:13:01,CDR: Roger. Understand.,0
2019-07-20 09:13:41,"CMP: Boy, you just can't miss those check points, Diamondback and Sidewinder.",0
2019-07-20 09:14:23,CMP: AUTO optics are pointed just a little bit north of crater 130.,0
2019-07-20 09:14:29,"CC: Roger. Copy, Columbia, Out.",0
2019-07-20 09:14:33,CMP: ...,0
2019-07-20 09:16:15,"LMP: Houston, Eagle. We are ready to pressurize the RCS. Over.",0
2019-07-20 09:16:21,CC: Stand by.,0
2019-07-20 09:16:40,"CC: Eagle, Houston. You can go ahead with your RCS pressurizaLion, but we would like to hold off on RCS checkout until we get the high bit rate. Over.",0
2019-07-20 09:16:52,LMP: Roger.,0
2019-07-20 09:16:54,"CC: And Eagle, Houston. Have you deployed the landing gear yet? Over.",0
2019-07-20 09:16:59,LMP: That's affirmative. The landing gear is out and ...,0
2019-07-20 09:17:04,CC: Roger.,0
2019-07-20 09:17:55,"CMP: Houston, Columbia. I've completed my marks. I've gone ACCEL COMMAND in all three axes to prevent that thruster firing that last time.",0
2019-07-20 09:18:03,CC: Roger.,0
2019-07-20 09:18:49,"CMP: Houston, Columbia. Say again on the necessary data on the downlink. Let me know and I'll proceed.",0
2019-07-20 09:18:55,"CC: Columbia, stand by on the NOUN 49. Over.",0
2019-07-20 09:19:00,"CMP: Standing by, Houston.",0
2019-07-20 09:19:18,"CC: Columbia, Houston. We got your NOUN 49; you can proceed. Over.",0
2019-07-20 09:19:23,CMP: Roger.,0
2019-07-20 09:19:38,"CC: Colum - correction, Eagle, Houston. We see the MASTER ARM, you can go ahead and press. We see the press now. Over.",0
2019-07-20 09:19:49,LMP: Roger. Looks good.,0
2019-07-20 09:19:51,"CC: Roger, Buzz. If you've got - would like, I've got your AGS abort constants. Over.",0
2019-07-20 09:20:01,LMP: Ready to copy.,0
2019-07-20 09:20:03,"CC: Roger. For your AGS address 224, plus 60267; 225, plus 58148; 226, plus 70312; 227, minus 50031. Over.",0
2019-07-20 09:20:35,"LMP: Roger. 224, plus 60267; 225, plus 58148; 226, plus 70312; 227, minus 50031. Over.",0
2019-07-20 09:20:52,CC: Roger. Good readback. Out.,0
2019-07-20 09:21:19,"CMP: Eagle, Columbia. My P22 is complete. I'm continuing this maneuver to AGS CAL attitude.",0
2019-07-20 09:21:25,CC: Roger. Fine. We copy.,0
2019-07-20 09:21:28,LMP: Roger.,0
2019-07-20 09:21:30,"CC: Eagle, Columbia. Your high gain angles are - Corrected - Eagle, Houston. Your high gain angles are 165 pitch, yaw 66. Over.",0
2019-07-20 09:21:47,LMP: Roger. ...,0
2019-07-20 09:22:16,LMP: Stand by about another ...,0
2019-07-20 09:23:13,"LMP: Houston, Eagle. I think I've got you on the high gain antenna now. AGS are go.",0
2019-07-20 09:23:36,"CC: Columbia, Houston. If you go to REACQ on the high gain, we can acquire you now. Over.",0
2019-07-20 09:24:24,"CC: Eagle, Houston. We got some loads for you if you'll give us P00 and DATA. Over.",0
2019-07-20 09:24:32,LMP: You've got P00 and DATA.,0
2019-07-20 09:24:35,CC: Roger. We've got both of you on the high gains now. It sounds great now. Over.,0
2019-07-20 09:24:43,CMP: Copy. Roger.,0
2019-07-20 09:24:46,"CC: Columbia, Houston. I have a SEP PAD if you're ready to copy. Over.",0
2019-07-20 09:24:54,CMP: Stand by one.,0
2019-07-20 09:25:18,CMP: Ready to copy.,0
2019-07-20 09:25:19,"CC: Roger, Mike. SEP PAD, RCS/G&N: NOUN 47 and NOUN 48 are NA, NOUN 33, 100 395 000, N0UN 81 is NA, roll 000 007 000. Rest of PAD is NA.",0
2019-07-20 09:25:58,"CMP: SEP, RCS/G&N at a TIG of 100 39 50: roll 0, pitch 007, yaw 0. Over.",0
2019-07-20 09:26:08,CC: Roger. Good readback.,0
2019-07-20 09:26:49,"CDR: Houston, Eagle. Are you ready for us to start the RCS checkout now?",0
2019-07-20 09:27:03,CC: As soon as we finish the uplink. Stand by one. Over.,0
2019-07-20 09:27:11,CDR: Okay.,0
2019-07-20 09:27:45,"CMP: Houston, Columbia. Comment on P22. Worked just fine. The crater I marked on is a small crater down inside crater 130 as described by John Young.",0
2019-07-20 09:27:57,CC: Roger. We copy.,0
2019-07-20 09:28:06,"CC: Eagle, Houston. On our load - during our load, we had to do a VERB 96 to stop integration. We're going to start over again on this load. Over.",0
2019-07-20 09:28:19,CDR: Eagle. Roger.,0
2019-07-20 09:28:22," LMP: And, Eagle, here. I have read out address in the AGS 404, 405 and 406, and I had believed that 405 and 406 would both be all zeros, and I would propose maybe that I reset them to zero. I realize that 404 should be a negative number, and it is minus",0
2019-07-20 09:28:22,13495. Over.,0
2019-07-20 09:28:51,CC: Roger. Copy.,0
2019-07-20 09:29:23,"CC: Eagle, Housten. Over.",0
2019-07-20 09:29:28,LMP: Go ahead.,0
2019-07-20 09:29:31,"CC: Buzz, we've got - The only thing we're missing here is the drift check. After we finish our load, we'd like you to do the drift check with Columbia. Over.",0
2019-07-20 09:29:44,CDR: GO.,0
2019-07-20 09:30:05,"CC: Eagle, Houston. The 404, 405, 406 look fine to us. Over.",0
2019-07-20 09:30:18,"LMP: Roger. I am going to be setting them up to zero for the undocking. The question is do you want me to reset 404, 405, 406 back to the numbers that they are now, or can I leave them zero? I intend to set 404 to a minus 13495. Over.",0
2019-07-20 09:30:38,CC: Stand by.,0
2019-07-20 09:31:33,"CC: Eagle, Houston. We would like you to zero, as called out in the timeline, all three addresses, 404, 405, 406, before undocking. After docking you can load them hack to the values that you have right now. Over.",0
2019-07-20 09:31:54,LMP: Eagle. Roger.,0
2019-07-20 09:32:13,"LMP: And, Houston, Eagle here. Both RCS helium pressures are reading 2900. Over.",0
2019-07-20 09:32:23,CC: Copy. Out.,0
2019-07-20 09:33:30,"CC: Eagle, Houston. Over.",0
2019-07-20 09:33:35,LMP: Go ahead.,0
2019-07-20 09:33:36,"CC: Roger, Buzz. There seems to be some confusion here on 405 and 406. We'd like you to zero them out prior to undocking, and after undocking you can - we'd like them still zeroed. Over.",0
2019-07-20 09:33:52,LMP: Roger. I agree with that. Thank you.,0
2019-07-20 09:33:55,CC: Yes.,0
2019-07-20 09:35:25,"CC: Eagle, Houston. We've got the load in the - We have reselected P00; your integration is going again for you; the computer is yours. We'd like to do the drift check now. Over.",0
2019-07-20 09:35:37,CDR: Roger. In work.,0
2019-07-20 09:35:39,"CDR: Columbia, let's flick it in 0620 when you are ready.",0
2019-07-20 09:35:48,"CMP: Standing by until your Mark, Neil.",0
2019-07-20 09:35:57,"CDR: Okay. 3, 2, 1.",0
2019-07-20 09:36:02,CDR: MARK.,0
2019-07-20 09:36:05,"CMP: 358.1.64, 020.73, 359.54. Over.",0
2019-07-20 09:36:20,CDR: Copy. 358.64 020.73 and 359.54.,0
2019-07-20 09:36:27,CMP: That's correct.,0
2019-07-20 09:36:38,"CC: Eagle, Houston. We've copied the angles and will read back if you are ready. Over.",0
2019-07-20 09:36:47,CDR: Go ahead.,0
2019-07-20 09:36:48,"CC: Roger, Neil.",0
2019-07-20 09:36:49,"CC: For the CM - for Columbia: 35864, 02073, 35954.",0
2019-07-20 09:36:58,"CC: For Eagle: 30374, 20078, 00053. Over.",0
2019-07-20 09:37:09,"CDR: That's correct, and GET was 99 hours and 4 minutes even.",0
2019-07-20 09:37:13,CC: Roger. Copy. Out.,0
2019-07-20 09:38:08,"CC: Eagle, Houston. Have you initialized the AGS yet? Over.",0
2019-07-20 09:38:17,LMP: Negative. I haven't had a state vector yet.,0
2019-07-20 09:38:21,"CC: Roger, Buzz. Have you done the 377 yet?",0
2019-07-20 09:38:27,LMP: Roger. Standing by for your K factor.,0
2019-07-20 09:38:30,CC: Roger. Stand by.,0
2019-07-20 09:38:37,"CC: Columbia, Houston. We have got a load for you. Could we have P00 and ACCEPT? Over.",0
2019-07-20 09:38:45,CMP: You got it.,0
2019-07-20 09:38:47,"CC: Roger. Thank you, Mike. And break. Eagle, we've got a K factor for you. Over.",0
2019-07-20 09:39:00,LMP: Roger. Ready to copy.,0
2019-07-20 09:39:02,"CC: Roger, Buzz. K factor coming at you: 90 00 00 15. Over.",0
2019-07-20 09:39:18,LMP: Roger. 90 00 00 15.,0
2019-07-20 09:39:24,CC: Roger. That's good. That's a good ENTER there.,0
2019-07-20 09:41:13,"CC: Eagle, Houston. We recommend the AGS initial - Well, we see it coming up now on the AGS initialization. Over.",0
2019-07-20 09:41:22,LMP: Roger.,0
2019-07-20 09:41:28,"CC: Eagle, Houston. After the AGS initialization, we'll be ready for the RCS checkout.",0
2019-07-20 09:41:36,LMP: Roger.,0
2019-07-20 09:41:42,"CC: Columbia, Houston. We got the load in. You can go back to BLOCK.",0
2019-07-20 09:41:48,CMP: Thank you.,0
2019-07-20 09:43:29,"CC: Columbia, Houston. Did you get a - copy any LM data, low bit rate, behind the Moon? Over.",0
2019-07-20 09:43:39,CMP: That's affirmative.,0
2019-07-20 09:43:42,CC: Roger. Stand by.,0
2019-07-20 09:43:48,CMP: Or at least I've configured for it. I'm not sure Eagle sent it or not.,0
2019-07-20 09:43:51,"LMP: No, we did not send V data. Eagle. Over.",0
2019-07-20 09:43:55,CC: Roger. Copy.,0
2019-07-20 09:45:58,"CC: Eagle, Houston. The alignment and the initialization looked good to us. Over.",0
2019-07-20 09:46:11,LMP: Roger. Thank you.,0
2019-07-20 09:47:27,"CC: Apollo 11, Houston. LOS is 99 30; next AOS 100 16. Over.",0
2019-07-20 09:47:43,LMP: 100 16. Roger.,0
2019-07-20 09:48:31,"CMP: Eagle, Columbia. Let me know when you come to your RCS hot fire checks so I can disable my roll.",0
2019-07-20 09:48:37,CDR: Wilco.,0
2019-07-20 09:48:38,LMP: Roger. We're right there now. And we'd like you - CSM in MID deadband ATT hold. Over.,0
2019-07-20 09:48:44,CMP: That's where I am.,0
2019-07-20 09:48:46,"LMP: And, Houston, you have high bit rate with us now, I believe? We're ready to proceed with the RCS checks.",0
2019-07-20 09:48:54,"CC: Roger, Eagle. We're standing by. We're ready. Over.",0
2019-07-20 09:50:57,"LMP: Columbia, we'd like wide deadband ATT hold. Over.",0
2019-07-20 09:51:02,CMP: Okay. Going wide deadband ATT hold.,0
2019-07-20 09:51:12,CMP: You got it.,0
2019-07-20 09:51:17,CMP: Are you going to do your hot fire now?,0
2019-07-20 09:51:20,LMP: Roger.,0
2019-07-20 09:51:21,CMP: Okay. I'm disabling my roll.,0
2019-07-20 09:51:31,CMP: Roll is disabled.,0
2019-07-20 09:51:34,LMP: Roger.,0
2019-07-20 09:53:07,CMP: Roger. Would you believe you've got thrusters on board that vehicle.,0
2019-07-20 09:54:04,"CMP: Give me a call just as soon as your hot fire is complete, please.",0
2019-07-20 09:54:09,CDR: Wilco.,0
2019-07-20 09:56:13,"LMP: Houston, Eagle. The RCS hot fire is complete. How did you observe it? Over.",0
2019-07-20 09:56:18,"CC: Stand by. Eagle, Houston. The RCS hot fire looks super to us. We're all GO.",0
2019-07-20 09:56:32,"LMP: Roger. Mike, would you confirm that thrusters B3 and C4 are off? Over. And your radar transponder off.",0
2019-07-20 09:56:42,"CMP: C4 is off; B3 is off. Transponder is to HEATER which is the same as being off, and I've got my roll jets back on now.",0
2019-07-20 09:56:50,CDR: And you're maneuvering. Right?,0
2019-07-20 09:56:53,"CMP: Will be shortly, Neil.",0
2019-07-20 09:57:00,"CC: Apollo 11, Houston. We're GO for undocking. Over.",0
2019-07-20 09:57:08,LMP: Roger. Understand.,0
2019-07-20 09:58:39,CMP: Starting a trim maneuver to AGS CAL attitude.,0
2019-07-20 10:00:05,"CMP: Houston, Columbia.",0
2019-07-20 10:00:07,"CC: Go ahead, Columbia. Over.",0
2019-07-20 10:00:12,"CMP: Roger. There will be no television of the undocking. I have all available windows either full of heads or cameras, and I'm busy with other things.",0
2019-07-20 10:00:19,CC: We concur. Over.,0
2019-07-20 10:00:23,CMP: Okay.,0
2019-07-20 10:00:24,"CC: And, Eagle, Houston. We'd like you te select aft OMNI now. It will be good for both LOS and AOS. Over.",0
2019-07-20 10:00:33,LMP: Roger. Going to aft OMNI.,0
2019-07-20 10:01:07,"CC: Apollo 11, Houston. One minute to LOS.",0
2019-07-20 10:01:13,CMP: Columbia. Roger.,0
2019-07-20 10:01:18,CDR: ... Columbia. Systems looking good.,0
2019-07-20 10:49:06,"CC: Hello, Eagle. Houston. We're standing by. Over.",0
2019-07-20 10:49:51,"CC: Eagle, Houston. We see you on the steerable. Over.",0
2019-07-20 10:50:01,CDR: Roger. Eagle is undocked.,0
2019-07-20 10:50:03,"CC: Roger. How does it look, Neil?",0
2019-07-20 10:50:04,CDR: The Eagle has wings.,0
2019-07-20 10:50:06,CC: Roger.,0
2019-07-20 10:50:08,CDR: Looking good.,0
2019-07-20 10:50:09,"CC: Roger, Neil. We got a - If you will give us P00 and DATA, we've got the loads for you.",0
2019-07-20 10:50:20,LMP: Okay. You've got it. P00 and DATA.,0
2019-07-20 10:50:24,"CC: Roger. Let us know when you are ready to copy. We have a DOI PAD, and a PDI PAD. Over.",0
2019-07-20 10:50:41,"CDR: You check our tracking light, Mike?",0
2019-07-20 10:51:02,"CDR: Back off? Okay. I'm ready to start my yaw maneuver if it suits you, Mike.",0
2019-07-20 10:52:06,"CDR: Does it look like you are going to be able to do this without burning thrusters, Mike?",0
2019-07-20 10:52:28,"LMP: Go ahead, Houston. Eagle is ready to copy.",0
2019-07-20 10:52:32," CC: Roger, Eagle. Coming at you with a D0I PAD: 101 36 14.07. NOUN 81, minus 00758, plus all balls, plus 00098 plus - correction, 00572, perigee plus 00085 00764 030 000 293. NOUN 86, minus 00759, plus all balls, plus 00090. Rest of the PAD is NA. Stand by on",0
2019-07-20 10:52:32,"your readback. If you are ready to copy the PDI data, I have it for you. Over.",0
2019-07-20 10:52:51,LMP: Go ahead.,0
2019-07-20 10:53:55,"CC: Understand you are ready to copy the PDI data, Eagle. Over",0
2019-07-20 10:54:01,LMP: That's affirmative. Go ahead with the PDI.,0
2019-07-20 10:54:05," CC: Roger. PDI PAD: TIG 102 33 04.36 09 50, minus 00021, 182 287 000, plus 56919. PDI aoort, less than 10 minutes, 105 12 30.00. PDI absrt, greater than 10 minutes, 103 40 00.00 107 11 30.00. No PDI plus 12: 102 44 27.00. NOUN 81 plus 01223, minus all balls,",0
2019-07-20 10:54:05,"plus 01889 01520 plus 00110 02250, burn time 046 000 190, plus 01187, plus all balls, plus 01911. NOUN 11 103 31 07.00. NOUN 37 105 12 30.00. Ready for your readbacks, Over.",0
2019-07-20 10:56:39,"CC: Eagle, Houston. We are through with the computer. You can go, back to BLOCK. Over.",0
2019-07-20 10:56:49,"LMP: Roger. Back to BLOCK; and REALIGN: 101 36 14.07 minus 00758,plus all zeros, plus 00098 00572, plus 00085 00764 030 000 293, minus 000759, plus all zeros, plus 00090. NA. Over.",0
2019-07-20 10:57:33,"CC: That was a good readback, Buzz. Go ahead. Over.",0
2019-07-20 10:57:42," LMP: Okay. PDI PAD: 102 33 04.36, 09 50, minus 00021 182 287 000, plus 56919. PDI less than 10: 105 12 30.00. PDI greater than 10: 103 40 00.00 107 11 30.00. No PDI plus 12 abort: 102 44 27.00, plus 01223, minus all zeros, plus 01889 01520, plus 00110 02250",0
2019-07-20 10:57:42,"046 000 190, plus 01187, plus 00000, plus 019011 103 31 07.00 105 12 30.00. Over.",0
2019-07-20 10:59:24,"CC: Roger. Good readback, Buzz. Out.",0
2019-07-20 11:01:02,"CMP: Neil, I'm maneuvering in roll.",0
2019-07-20 11:01:04,CDR: Roger. I see you.,0
2019-07-20 11:01:10,"LMP: Houston, Eagle. Are you copying the very large numbers for range and range rate in VERB 83? And did you just give us a state vector that changed one of the two vehicles? Over.",0
2019-07-20 11:01:28,"CC: Roger, Eagle. We gave you a LM state vector. We have not changed the CSM state vector, however. Over.",0
2019-07-20 11:01:40,LMP: Okay. That explains it. Over.,0
2019-07-20 11:02:16,"CC: Columbia, Houston. On my Mark 9 30 to ignition.",0
2019-07-20 11:02:19,CC: MARK.,0
2019-07-20 11:02:20,CC: 9 30.,0
2019-07-20 11:02:53,"CC: Eagle, Houston. Would you have Columbia go to the high gain, yaw 0, pitch minus 20. Over.",0
2019-07-20 11:03:05,CDR: You want him to go to high gain yaw 0? Say again the numbers.,0
2019-07-20 11:03:13,"CC: Roger, Neil. Yaw 0, pitch minus 20, high gain angles. Over.",0
2019-07-20 11:03:20,"CDR: Okay. Yaw 0, pitch minus 20 on the high gain.",0
2019-07-20 11:03:23,CC: That's affirmative. We've lost all data with him.,0
2019-07-20 11:03:25,CDR: To Columbia?,0
2019-07-20 11:03:29,CDR: He says he'll do that as soon as he gets around there.,0
2019-07-20 11:03:32,CC: Roger.,0
2019-07-20 11:03:45,CDR: Okay.,0
2019-07-20 11:04:36,"CC: Columbia, Houston. How do you read?",0
2019-07-20 11:04:40,"CMP: I read you loud and clear, Houston. How me?",0
2019-07-20 11:04:43,"CC: Roger, Mike. Five by. On my Mark 7 minutes to ignition.",0
2019-07-20 11:04:49,CC: MARK.,0
2019-07-20 11:04:50,CC: Seven minutes.,0
2019-07-20 11:04:55,CMP: I agree. Everything's looking real good.,0
2019-07-20 11:05:47,"CC: Apollo 11, Houston. You are looking good for separation. You are GO for separation, Columbia. Over.",0
2019-07-20 11:05:55,CMP: Columbia understands.,0
2019-07-20 11:06:38,"CMP: We're really stabilized, Neil. I haven't burned a thruster in 5 minutes.",0
2019-07-20 11:07:26,CMP: I'll make a small trim maneuver.,0
2019-07-20 11:08:21,"CDR: Mike, what's going to be your pitch angle at SEP?",0
2019-07-20 11:08:27,CMP: 007 degrees.,0
2019-07-20 11:08:28,CDR: Okay.,0
2019-07-20 11:08:44,CMP: Is that close enough for you or do you want it to a couple of decimal places?,0
2019-07-20 11:08:46,CDR: No. That's good.,0
2019-07-20 11:09:31,"CMP: I think you've got a fine looking flying machine there, Eagle, despite the fact you're upside down.",0
2019-07-20 11:09:36,CDR: Somebody's upside-down.,0
2019-07-20 11:10:53,"CMP: Okay, Eagle. One minute until TIG. You guys take care.",0
2019-07-20 11:10:56,CDR: See you later.,0
2019-07-20 11:12:19,"CMP: Houston, Columbia. My DSKY is reading 4.9, in X, 5.0 ..., make it and EMS 105.4. Over.",0
2019-07-20 11:12:32,"CC: Roger. Copy. Columbia, it looks good to us. Over.",0
2019-07-20 11:12:36,CMP: Thanks.,0
2019-07-20 11:13:07,"CC: Columbia, Houston. We'd like you to terminate average G. Over.",0
2019-07-20 11:13:16,CMP: Roger. In P00.,0
2019-07-20 11:15:00,"CDR: You're going right down U.S. 1, Mike.",0
2019-07-20 11:19:20,"CMP: Eagle, Columbia. At your convenience, I would like to switch over to VHF ranging modes.",0
2019-07-20 11:19:29,LMP: Roger. Let's go to VHF ranging now.,0
2019-07-20 11:19:31,CMP: Okay.,0
2019-07-20 11:19:32,CMP: MARK.,0
2019-07-20 11:19:58,"CMP: Eagle, Columbia. I am reading you loud and scratchy. Neil is not coming through too well on his VOX. Could you be quiet for 15 seconds while I get this locked on.",0
2019-07-20 11:20:13,LMP: Okay.,0
2019-07-20 11:20:33,CMP: I've got a solid lock on. I have you at 0.27 miles.,0
2019-07-20 11:21:07,"CC: Eagle, Houston. We've got a state vector for you. We'd like P00 and DATA. Over.",0
2019-07-20 11:21:15,LMP: You have it.,0
2019-07-20 11:21:16,"CC: Thank you, sir.",0
2019-07-20 11:21:29,"CC: Columbia, Houston. We have a CSM rescue PAD if you are ready to copy. Over.",0
2019-07-20 11:21:37,CMP: Ready to copy.,0
2019-07-20 11:21:39,"CC: Roger, Mike. Phasing TIG 103 40 0000, TPI for PDI less that 10, 105 12 3000, TPI for PDI greater than 10, 107 11 3000. Over.",0
2019-07-20 11:22:14,"CMP: Roger. TIG's follow: phasing 103 40, PDI less than 10, 105 12 30 more than 10, 107 11 30. Over.",0
2019-07-20 11:22:25,CC: Good readback. Out.,0
2019-07-20 11:22:57,"CC: Eagle, Houston. When you are ready to copy, I have a lunar surface data PAD for you. Over.",0
2019-07-20 11:23:08,LMP: Roger. Stand by.,0
2019-07-20 11:23:10,"CC: We've got the load in, Eagle. You can go back updata link OFF. Over.",0
2019-07-20 11:23:21,LMP: Roger.,0
2019-07-20 11:24:16,"CC: Columbia, Houston. At your convenience we'd like P00 and ACCEPT. We have a couple of state vectors for you. Over.",0
2019-07-20 11:24:24,"CMP: Okay. Going to P00 and ACCEPT, and I just got some unexplained roll thruster activity. I might have bumped the hand controller.",0
2019-07-20 11:24:32,CC: Roger. We will look at it. Out,0
2019-07-20 11:24:38,LMP: And Eagle is ready to copy lunar surface data PAD.,0
2019-07-20 11:24:43," CC: Roger, Buzz. Starting with the T2, T2 TIG: 102 54 2900 103 51 5600 106 37 3500 109 10 0000. In the remarks: T2 occurs at PDI plus 2126. T3 time - correction T3, T3 TIG: 104 39 4100 001 58 1500 001 58 5400. NOUN 11: 105 36 2300 107 11 3000. Ready for your",0
2019-07-20 11:24:43,readback. Over.,0
2019-07-20 11:26:20,LMP: Roger. T2: 102 54 2900 103 51 5600 106 37 3500,0
2019-07-20 11:27:10,"CC: Roger. Good readback, Eagle. Out.",0
2019-07-20 11:27:50,"CMP: Would you put your tracking light on, please?",0
2019-07-20 11:27:53,"LMP: It's on, Mike.",0
2019-07-20 11:27:54,CMP: Thank you.,0
2019-07-20 11:28:20,"CC: Columbia, Houston. We've got the load in. You can go back to BLOCK. Over.",0
2019-07-20 11:28:30,CMP: Is that for Columbia?,0
2019-07-20 11:28:32,"CC: That's affirmative, Columbia.",0
2019-07-20 11:28:37,"CMP: Okay. Thank you, Houston.",0
2019-07-20 11:30:31,"LMP: Mike, you want to give us a Mark when you're right at 7 miles - I mean seven tenths of a mile?",0
2019-07-20 11:30:36,CMP: Will do.,0
2019-07-20 11:30:57,LMP: Okay. We just got seven tenths on the radar.,0
2019-07-20 11:30:59,CMP: MARK.,0
2019-07-20 11:31:00,CMP: Yes. I'm oscillating between 0.69 and seven tenths.,0
2019-07-20 11:31:05,LMP: Very good. We've got 4200 on the ... meter.,0
2019-07-20 11:31:11,"CMP: I'm steady on 70 now. Yes. I read you sort of scratchy, but I read you.",0
2019-07-20 11:32:01,"CMP: Houston, Apollo - or Houston, Columbia. Over.",0
2019-07-20 11:32:04,"CC: Roger. Go, Columbia. Over.",0
2019-07-20 11:32:08,"CMP: Roger. I still need a DOI P76 PAD, and a PDI 1 plus 12 P76 PAD sometime at your convenience.",0
2019-07-20 11:32:16,CC: Roger. Stand by.,0
2019-07-20 11:33:05,"CC: Columbia, Houston. DOI P76 PAD, if you're ready to copy. Over.",0
2019-07-20 11:33:13,CMP: Ready to copy.,0
